Product Name,Rating,Price,Number of Ratings and Reviews,Discount,Price Before Discount,Is Flipkart Assured,Product URL,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Battery Backup,Power Supply,Inbuilt 4G LTE,Stylus Included,Number of Cores,Battery Cell,RAM Frequency,Cache,Memory Slots,Expandable SSD Capacity,Expandable Memory,EMMC Storage Capacity,TGP,Chipset,HDD Capacity,RPM,Cloud Storage,UFS Storage Capacity,Optane Memory
Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,4.2,"₹53,990",366 Ratings & 62 Reviews,46% off,"₹99,990",No,https://www.flipkart.com/infinix-gt-book-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-80-w-gl613-gaming-laptop/p/itmc9e44d5a9f6c4?pid=COMHYS44DKVFUFVS&lid=LSTCOMHYS44DKVFUFVS2KZG86&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=en_czcoiRB48V0JgbdOa7Xmh4z8OCGv8wl06RyaXAGOMXikf02J6ZAzDS1j5nInPY_1bYMgEH8MWjPnN49gHWtsb2JMZAJirnjvZRqZ0WhE16A%3D&ppt=None&ppn=None&ssid=dfqthhgkts0000001737897570924&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide",GL613,71008301580,GTBook,GT Book,Grey,Gaming Laptop,"Entertainment, Everyday Use, Gaming, Learning, Performance, Processing & Multitasking",No,GDDR6,6 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,LPDDR5,12450H,"Base Frequency 2.0 GHz, Max Frequency 4.4 GHz",NVIDIA GeForce RTX 3050,SSD,,210 Watt AC Adapter,No,No,8,3 Cell Lithuim Battery,5200 MHz,,NA,,NA,,80 W,Intel Core i5,,,,,
HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU Thin a...,4.2,"₹38,990","6,618 Ratings & 552 Reviews",23% off,"₹51,134",Yes,https://www.flipkart.com/hp-15s-fq5007tu-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fq5327tu-thin-light-laptop/p/itm2977a9ca00317?pid=COMGYHP5MCEYZHSV&lid=LSTCOMGYHP5MCEYZHSVTVJRS5&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&spotlightTagId=FkPickId_6bo%2Fb5g&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=570d065c-3e83-416a-9180-abd7348e45b3.COMGYHP5MCEYZHSV.SEARCH&ppt=None&ppn=None&ssid=dfqthhgkts0000001737897570924&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fq5327TU,9D3N6PA#ACJ,15s-fq5327TU,(15s-fq5007TU),Natural Silver,Thin and Light Laptop,Everyday Use,Yes,,,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,Upto 4.4 GHz,Intel Integrated UHD,SSD,,,,,6,"3 Cell, 41 Wh Li-ion",3200 MHz,10 MB,2,,16 GB,,,,,,,,
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,4.2,"₹29,990",753 Ratings & 72 Reviews,40% off,"₹49,999",Yes,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=570d065c-3e83-416a-9180-abd7348e45b3.COMH4B6CGTPNVJW9.SEARCH&ppt=None&ppn=None&ssid=dfqthhgkts0000001737897570924&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-53,UN.34RSI.002,A324-53,Aspire 3,Steel Gray,Thin and Light Laptop,Everyday Use,No,,,Intel,Core i3,13th Gen,Yes,512 GB,8 GB,DDR4,1305U,Max Frequency up to 4.50 GHz,Intel Integrated UHD,SSD,,,,,,,,,,,,,,,,,,,
Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41-R6G9 Thin a...,4.3,"₹37,990",546 Ratings & 66 Reviews,45% off,"₹69,999",Yes,https://www.flipkart.com/acer-swift-go-14-amd-ryzen-5-hexa-core-7430u-16-gb-512-gb-ssd-windows-11-home-sfg14-41-r6g9-thin-light-laptop/p/itm52551833a1d42?pid=COMH3GFNKMHJEBYF&lid=LSTCOMH3GFNKMHJEBYFYBAVSV&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_25&otracker=search&otracker1=search&fm=organic&iid=866aa16a-f381-4737-9b46-3455e7f0bdbb.COMH3GFNKMHJEBYF.SEARCH&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",SFG14-41-R6G9,NX.KG3SI.006,SFG14-41,Swift Go 14,Pure Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,LPDDR4X,7430U,Up to 4.3 GHz,AMD Radeon AMD,SSD,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,4.7,"₹68,990","15,803 Ratings & 966 Reviews",30% off,"₹99,900",Yes,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxy3hn-a/p/itm6533ea968a81e?pid=COMGFB2GWHPVFMJW&lid=LSTCOMGFB2GWHPVFMJWCYOKC8&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_26&otracker=search&otracker1=search&fm=organic&iid=866aa16a-f381-4737-9b46-3455e7f0bdbb.COMGFB2GWHPVFMJW.SEARCH&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLXY3HN/A,MLXY3HN/A,MacBook Air,MacBook AIR,Silver,Thin and Light Laptop,Processing & Multitasking,No,,,Apple,M2,,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,NA,SSD,Up to 18 hours,30 W USB-C Power Adapter,,,8,,,,,,,,,,,,,,
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.3,"₹51,990","1,558 Ratings & 117 Reviews",38% off,"₹84,999",Yes,https://www.flipkart.com/acer-aspire-7-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-79g-gaming-laptop/p/itm8208102c97f99?pid=COMH3G96J7CE6ZPH&lid=LSTCOMH3G96J7CE6ZPHSFRCM4&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_27&otracker=search&otracker1=search&fm=organic&iid=en_5A7S4G4a6sQOG5ba5sd1kxGMzqKxVxy2KGcbQB8NhU1rU4cTB659wn1yaCvwtasQoa1jb1cp8OD4zJ2al8Cx9PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-79G,UN.34NSI.002,A715-79G,Aspire 7,Black,Gaming Laptop,Gaming,No,GDDR6,4 GB,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR4,13420H,1.5 GHz upto Max Turbo Frequency 4.6 GHz,NVIDIA GeForce RTX 2050,SSD,,,,,,,,,,,,,,,,,,,
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Plus Laptop,3.7,"₹18,990","1,151 Ratings & 133 Reviews",52% off,"₹39,990",No,https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-plus-laptop/p/itm9002f3d92e61f?pid=COMGYAM9KS83NEPS&lid=LSTCOMGYAM9KS83NEPSPOX0OT&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_28&otracker=search&otracker1=search&fm=organic&iid=en_5A7S4G4a6sQOG5ba5sd1kxGMzqKxVxy2KGcbQB8NhU0mMj5C4C8mrUPnV4FKkrC7KENBsB9BMy_OkP_3X7JXGA%3D%3D&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Charger, User Guide Manual",HeroBook Plus,CWI629,HeroBook Plus,,Grey,Laptop,Processing & Multitasking,No,DDR5,,Intel,Celeron Dual Core,11th Gen,Yes,256 GB,8 GB,DDR5,N4020,1.10 GHz Upto 2.80 GHz,Intel Integrated UHD,SSD,Upto 9 hours,12 AV Adapter Fast Charger,No,No,2,,,,,,,,,,,,,,
Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXT3HN/A,4.6,"₹86,990",410 Ratings & 32 Reviews,24% off,"₹1,14,900",Yes,https://www.flipkart.com/apple-macbook-air-m3-8-gb-256-gb-ssd-macos-sonoma-mrxt3hn-a/p/itm2ea42dec44bca?pid=COMGYP5GGSNGYSZP&lid=LSTCOMGYP5GGSNGYSZPBWPP4V&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_29&otracker=search&otracker1=search&fm=organic&iid=866aa16a-f381-4737-9b46-3455e7f0bdbb.COMGYP5GGSNGYSZP.SEARCH&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"MacBook Air, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MRXT3HN/A,MRXT3HN/A,MacBook Air,MacBook Air,Starlight,Thin and Light Laptop,Processing & Multitasking,No,,,Apple,M3,,Yes,256 GB,8 GB,Unified Memory,,,NA,SSD,Upto 18 Hours,USB-C Power Adapter,,,8,,,,,,,,,,,,,,
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ522WS Th...,4.2,"₹35,990","2,126 Ratings & 137 Reviews",46% off,"₹66,990",No,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj522ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFHUHQE3XZ&lid=LSTCOMGMGXFHUHQE3XZVMF0VE&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_30&otracker=search&otracker1=search&fm=organic&iid=866aa16a-f381-4737-9b46-3455e7f0bdbb.COMGMGXFHUHQE3XZ.SEARCH&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, battery, power adapter, user guide",E1504FA-NJ522WS,90NB0ZR2-M008D0,E1504FA-NJ522WS,Vivobook Go 15,Mixed Black,Thin and Light Laptop,Processing & Multitasking,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,LPDDR5,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon AMD,SSD,,,,,,,,,,1 TB,NA,,,,,,,,
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.4,"₹57,990","2,577 Ratings & 134 Reviews",20% off,"₹72,718",Yes,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1226tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVEKZVERUA&lid=LSTCOMHY8KVEKZVERUADILR5M&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_31&otracker=search&otracker1=search&fm=organic&iid=en_5A7S4G4a6sQOG5ba5sd1kxGMzqKxVxy2KGcbQB8NhU3qcBHkpCEE3nWiAsoUF2RFtAO9Ev96ydaZUfQwDZcogPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1226TX,A03H2PA#ACJ,15-fa1226TX,Victus,Performance Blue,Gaming Laptop,Gaming,No,DDR4,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,12450H,,NVIDIA GeForce RTX 2050,SSD,Upto 6 Hours and 30 Minutes,,,,,,,,,,,,,,,,,,
HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,4.4,"₹74,990","1,021 Ratings & 66 Reviews",18% off,"₹92,110",Yes,https://www.flipkart.com/hp-victus-15-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa1327tx-gaming-laptop/p/itmb08f154f265d7?pid=COMHY8KVZ73Y9PPY&lid=LSTCOMHY8KVZ73Y9PPYGBSHGI&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_32&otracker=search&otracker1=search&fm=organic&iid=en_5A7S4G4a6sQOG5ba5sd1kxGMzqKxVxy2KGcbQB8NhU1dBlSuFfgTrjC3tJIw0Jzmeey5rjOG2MgdLcKroezC9fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1327TX,9Z528PA#ACJ,15-fa1327TX,Victus 15,Performance Blue,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Yes,DDR4,6 GB,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR4,13420H,,NVIDIA GeForce RTX 3050,SSD,Upto 8 Hours and 30 Minutes,,,,,,,,,,,,,,,,,,
Acer Aspire Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,4.2,"₹44,990",193 Ratings & 23 Reviews,21% off,"₹56,990",No,https://www.flipkart.com/acer-aspire-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-al15-52h-thin-light-laptop/p/itmc262e2fa338ce?pid=COMH59E4SZYVDQUU&lid=LSTCOMH59E4SZYVDQUU1KQHXN&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_33&otracker=search&otracker1=search&fm=organic&iid=866aa16a-f381-4737-9b46-3455e7f0bdbb.COMH59E4SZYVDQUU.SEARCH&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",AL15-52H,UN.347SI.009,Aspire Lite,Aspire,Pure Silver,Thin and Light Laptop,Everyday Use,No,,,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,LPDDR5,12450H,"Base Frequency 3.3 GHz, Max Turbo Boost Frequency Up to 4.4 GHz",Intel Integrated UHD,SSD,Upto 7 Hours,3 Pin 90W AC Adapter,,,8,,,12 MB,,,1 TB,,,,,,,,
HP Laptop Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15s-fy5010TU Thin and Light...,4.2,"₹34,290","6,309 Ratings & 378 Reviews",26% off,"₹46,709",Yes,https://www.flipkart.com/hp-laptop-intel-core-i3-12th-gen-1215u-8-gb-256-gb-ssd-windows-11-home-15s-fy5010tu-thin-light/p/itm513a135df4d30?pid=COMHF6WAYQWPTFRS&lid=LSTCOMHF6WAYQWPTFRSK8OU9L&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_34&otracker=search&otracker1=search&fm=organic&iid=866aa16a-f381-4737-9b46-3455e7f0bdbb.COMHF6WAYQWPTFRS.SEARCH&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fy5010TU,A4KF1PA,15s-fy5010TU,Laptop,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,Intel,Core i3,12th Gen,Yes,256 GB,8 GB,DDR4,1215U,Upto 4.4 GHz,Intel Integrated UHD,SSD,Upto 7 Hours and 30 Minutes,65 W Smart AC Power Adapter,,,6,3 Cell,,10 MB,,,,,,Intel integrated SoC,,,,,
HP 255 G10 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 250 G10 Thin and Lig...,4.4,"₹26,999",115 Ratings & 14 Reviews,15% off,"₹31,990",Yes,https://www.flipkart.com/hp-255-g10-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-250-thin-light-laptop/p/itmac0cd52f844ae?pid=COMH743DRRNQYDSH&lid=LSTCOMH743DRRNQYDSHWKCNLQ&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_35&otracker=search&otracker1=search&fm=organic&iid=866aa16a-f381-4737-9b46-3455e7f0bdbb.COMH743DRRNQYDSH.SEARCH&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Adapter",250 G10,B1FW9PT#ACJ,255 G10,255 G10 (2024),Silver,Thin and Light Laptop,"Entertainment, Everyday Use, Learning, Travel & Business, Processing & Multitasking",No,,,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,7320U,Upto 4.1Ghz,AMD Radeon AMD RADEON,SSD,6 Hours,,No,No,4,"HP Long Life 3-cell, 41 Wh Li-ion",,4 MB L3,,,,,,AMD,,,,,
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin an...,4.1,"₹39,999","2,408 Ratings & 170 Reviews",24% off,"₹53,000",No,https://www.flipkart.com/acer-aspire-3-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm4fa0fcf0e2e15?pid=COMHY24R8TSWYSVP&lid=LSTCOMHY24R8TSWYSVPQGEAFO&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_36&otracker=search&otracker1=search&fm=organic&iid=866aa16a-f381-4737-9b46-3455e7f0bdbb.COMHY24R8TSWYSVP.SEARCH&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-51,UN.343SI.009,A324-51,Aspire 3 Backlit,Steel Gray,Thin and Light Laptop,Everyday Use,No,,,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,Max turbo frequency at 4.4 Ghz,Intel Integrated Intel Graphics,SSD,,65 W,,,,2 cell,,,,,,,,,,,,,
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.2,"₹53,990","2,401 Ratings & 196 Reviews",36% off,"₹84,999",No,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-a715-76g-548j-gaming-laptop/p/itm204591460c588?pid=COMGP8QVTK3EQDXE&lid=LSTCOMGP8QVTK3EQDXEDMBVDN&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_37&otracker=search&otracker1=search&fm=organic&iid=en_5A7S4G4a6sQOG5ba5sd1kxGMzqKxVxy2KGcbQB8NhU0XRvOu4OPvuRQRslyIsVshFemaFYldOl-fIbPEjhYo5vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-76G-548J,NH.QMFSI.004,A715-76G,Aspire 7,Charcoal Black,Gaming Laptop,Gaming,No,GDDR6,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 3050,SSD,,135 W AC adapter,,,,3 Cell,,,,,,,,,,,,,
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,"₹51,990","1,127 Ratings & 99 Reviews",26% off,"₹70,990",Yes,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-1695in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGYSFG4WHPVAVZ&lid=LSTCOMGYSFG4WHPVAVZ6L3G5Q&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_38&otracker=search&otracker1=search&fm=organic&iid=en_5A7S4G4a6sQOG5ba5sd1kxGMzqKxVxy2KGcbQB8NhU18ml2CG4Odoz54RqhipO-5jJwf8KyH5xQ-9thzq154uPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop,Battery,Power Adapter, User Guide",Thin 15 B12UCX-1695IN,9S7-16R831-1695,Thin 15 B12UCX-1695IN,Thin 15,Cosmos Gray,Gaming Laptop,Gaming,No,GDDR6,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,1.5 GHz upto Max turbo frequency at 4.40 Ghz,NVIDIA GeForce RTX 2050,SSD,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,4.7,"₹85,990","1,178 Ratings & 59 Reviews",28% off,"₹1,19,900",Yes,https://www.flipkart.com/apple-macbook-air-m2-8-gb-512-gb-ssd-mac-os-monterey-mlxx3hn-a/p/itmc2732c112aeb1?pid=COMGFB2GNWNN9DN8&lid=LSTCOMGFB2GNWNN9DN8OLT676&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_39&otracker=search&otracker1=search&fm=organic&iid=866aa16a-f381-4737-9b46-3455e7f0bdbb.COMGFB2GNWNN9DN8.SEARCH&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"MacBook Air, 35W Dual USB-C Port Power Adapter, USB-C to MagSafe 3 Cable",MLXX3HN/A,MLXX3HN/A,MacBook Air,MacBook AIR,Space Grey,Thin and Light Laptop,Processing & Multitasking,No,,,Apple,M2,,Yes,512 GB,8 GB,Unified Memory,Apple M2 Chip,,NA,SSD,Up to 18 hours,35 W Dual USB-C Port Power Adapter,,,8,,,,,,,,,,,,,,
HP 15s AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0026AU Thin and Light Lapt...,4.3,"₹31,635",314 Ratings & 37 Reviews,32% off,"₹46,577",Yes,https://www.flipkart.com/hp-15s-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0026au-thin-light-laptop/p/itm4e6d85f618393?pid=COMGZNSBMUR7S8WY&lid=LSTCOMGZNSBMUR7S8WYYVX0NP&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=866aa16a-f381-4737-9b46-3455e7f0bdbb.COMGZNSBMUR7S8WY.SEARCH&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0026AU,7L030PA#ACJ,15-fc0026AU,15s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,LPDDR5,7320U,2.4GHz Upto 4.1GHz,AMD Radeon AMD,SSD,,,,,4,3 Cell,,4 MB,,,,,,,,,,,
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.1,"₹50,990","3,592 Ratings & 290 Reviews",49% off,"₹99,999",No,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-76g-52h4-a715-76g-gaming-laptop/p/itm45fad0c290245?pid=COMGRHJUCYY63HAA&lid=LSTCOMGRHJUCYY63HAA42YLKV&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=en_5A7S4G4a6sQOG5ba5sd1kxGMzqKxVxy2KGcbQB8NhU0O2Eoid9ZQyP7tEh5XjMceHwJx7uKBIQ8fErXRyphjD_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-76G-52H4/ A715-76G,UN.QMYSI.002 / NH.QMYSI.003,A715-76G,Aspire 7,Charcoal Black,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",No,GDDR6,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 2050,SSD,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Qualcomm Snapdragon X Elite - (16 GB/1 TB SSD/Window...",4.3,"₹1,09,990",21 Ratings & 2 Reviews,25% off,"₹1,46,990",No,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-copilot-ai-pc-qualcomm-snapdragon-x-elite-16-gb-1-tb-ssd-windows-11-home-s5507qad-ma751ws-thin-light-laptop/p/itm64aa566d270be?pid=COMHFCBZWQSYPBH7&lid=LSTCOMHFCBZWQSYPBH7B6CA74&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=en_5A7S4G4a6sQOG5ba5sd1kxGMzqKxVxy2KGcbQB8NhU32TwYbVMTo9LhEnWpinznkv3JOZSEXZdpvSWyrYlKABvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=z1cxht0bi80000001737897600482&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",S5507QAD-MA751WS,90NB14Q2-M006Y0,S5507QAD-MA751WS,"Vivobook S 15 OLED Powered Copilot + , AI PC",Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,Qualcomm,Snapdragon X Elite,,Yes,1 TB,16 GB,LPDDR5X,X1E 78 100,Max Frequency up to 3.4GHz,NA,SSD,,70 W,,,,3 Cell,,,,,,,,,,,,,
